DEADBEEF6,0.6730885692666314
defg7,0.9772167558447844
test2,0.09887902649029989
jason6,0.19370562906224276
defg6,0.503498384618404
defg6,0.33102801289564676
asdf6,0.526582156020074
jason6,0.6606354311702854
defg7,0.5428371818969296
DEADBEEF3,0.41204312723793723
asdf1,0.7026683251194888
defg6,0.19718788296269596
jason5,0.9957002239775194
DEADBEEF7,0.5598028722832294
jason3,0.8265967268334606
defg4,0.3632972714706654
test0,0.5965216454195671
jason7,0.6794197771759416
DEADBEEF4,0.37873984796633864
DEADBEEF6,0.9705923442540806
jason6,0.6689572475955956
defg0,0.036505125304752695
asdf4,0.6584259481369225
jason4,0.10411339236953232
asdf6,0.2112830058121592
test2,0.4358505474381267
test5,0.14365227093825583
test4,0.3273902140739059
asdf7,0.5844996234053582
defg6,0.8231987224067355
defg5,0.680827104016951
test1,0.7699019459007779
asdf4,0.7572025328363412
defg4,0.5378528282860687
test1,0.6544039715367914
jason0,0.7431830913954458
test0,0.47056353406973783
jason4,0.9997072071940735
DEADBEEF2,0.9924196863538539
jason6,0.4667343436158935
asdf1,0.5039444918514798
test1,0.7829159906712173
asdf6,0.18011070206280788
jason4,0.5642169555301876
defg5,0.07651138430596127
defg0,0.13200672436768723
defg0,0.7580590972035639
DEADBEEF4,0.25177710885913784
DEADBEEF3,0.01988630843771677
test1,0.21380833961402812
DEADBEEF5,0.03311417010287754
DEADBEEF3,0.05239995158442323
jason5,0.706156001218464
defg2,0.7819153199629393
DEADBEEF7,0.4411058228162358
jason7,0.131199587042242
asdf2,0.387615677416718
asdf5,0.9263279385989395
asdf1,0.4360418616480817
jason1,0.015952399977359755
asdf1,0.9326929631293679
defg3,0.04044511274024165
defg1,0.9587320117305178
defg3,0.040296455169451795
DEADBEEF2,0.10190885183103393
defg7,0.3053625271813133
defg3,0.5943983530793184
jason1,0.8142813545648226
jason4,0.3437644914967868
asdf5,0.5126239575339352
defg5,0.9184034551915454
defg6,0.859742535944395
test6,0.6676877082622422
DEADBEEF5,0.6874670395539485
test4,0.8278937109482343
DEADBEEF0,0.778042373161331
DEADBEEF7,0.12967970589829958
jason1,0.5700045469475167
defg0,0.7638113595622366
asdf1,0.06901739691044906
defg5,0.6808660107863673
defg3,0.08179479144021118
jason3,0.060475339846860376
asdf6,0.1692966963539082
asdf6,0.5427104428921029
asdf6,0.27493311346212246
asdf2,0.4212151909323715
asdf1,0.5367774561060545
DEADBEEF3,0.49425988254457287
defg3,0.8462476913849477
defg3,0.09129002970245936
asdf6,0.05607903384110624
DEADBEEF6,0.7879797019677414
jason0,0.75091980366236
test2,0.803361231264426
DEADBEEF2,0.8297359834305654
defg5,0.269871727253307
asdf6,0.7279680142278481
defg7,0.5708775964219621
test6,0.9518184602897297
asdf0,0.45009174582830336
jason4,0.5943774240176055
asdf3,0.40941232326789323
jason3,0.27308590708886593
DEADBEEF5,0.8581480212196063
test0,0.646555679637306
defg1,0.11166308602631458
test7,0.07379079315513315
DEADBEEF7,0.5305956856375504
defg6,0.8497017000924537
test1,0.38980703901828695
defg7,0.09662643863895704
defg0,0.30818275895270564
defg6,0.8897806981607991
defg3,0.8103129829548728
DEADBEEF4,0.2783412497106954
test4,0.5983411596319378
defg2,0.25261588499128695
test3,0.6037720335567867
test2,0.445594104006902
